# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ICAM3	ICAM3	NM_001320606.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ICAM3	ICAM3	NM_001320608.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICAM3	ICAM3	NM_002162.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ICAM4	ICAM4	NM_001039132.3	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ICAM4	ICAM4	NM_001544.5	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ICAM5	ICAM5	NM_003259.4	protein_coding	0	2	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1
IL27RA	IL27RA	NM_004843.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILF3	ILF3	NM_001137673.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILF3	ILF3	NM_004516.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILF3	ILF3	NM_012218.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILF3	ILF3	NM_017620.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILF3	ILF3	NM_153464.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JSRP1	JSRP1	NM_144616.4	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
KANK2	KANK2	NM_001136191.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANK2	KANK2	NM_001329451.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANK2	KANK2	NM_015493.6	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM4B	KDM4B	NM_001370093.1	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
KDM4B	KDM4B	NM_001370094.1	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
KDM4B	KDM4B	NM_015015.3	protein_coding	0	2	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0
KEAP1	KEAP1	NM_012289.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KEAP1	KEAP1	NM_203500.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KHSRP	KHSRP	NM_001366299.1	protein_coding	0	3	0	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0
KHSRP	KHSRP	NM_001366300.1	protein_coding	0	3	0	2	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0
KHSRP	KHSRP	NM_003685.3	protein_coding	0	3	0	2	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0
KISS1R	KISS1R	NM_032551.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KLF16	KLF16	NM_031918.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KRI1	KRI1	NM_023008.5	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
LDLR	LDLR	NM_000527.5	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LDLR	LDLR	NM_001195798.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LDLR	LDLR	NM_001195799.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LDLR	LDLR	NM_001195800.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LDLR	LDLR	NM_001195803.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LINGO3	LINGO3	NM_001101391.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC100288123	LOC100288123	NR_152847.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105372273	LOC105372273	NR_134909.1		0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
LOC390877	LOC390877	NM_001321601.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LONP1	LONP1	NM_001276479.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LONP1	LONP1	NM_001276480.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LONP1	LONP1	NM_004793.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LONP1	LONP1	NR_076392.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LRG1	LRG1	NM_052972.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRRC8E	LRRC8E	NM_001268284.2	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
LRRC8E	LRRC8E	NM_001268285.3	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
LRRC8E	LRRC8E	NM_025061.6	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
MADCAM1	MADCAM1	NM_130760.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MADCAM1	MADCAM1	NM_130762.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MAN2B1	MAN2B1	NM_000528.4	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
MAN2B1	MAN2B1	NM_001173498.1	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
MAP2K2	MAP2K2	NM_030662.3	protein_coding	0	3	0	4	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	3	0
MAP2K7	MAP2K7	NM_001297555.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MAP2K7	MAP2K7	NM_001297556.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MAP2K7	MAP2K7	NM_145185.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MARCHF2	MARCHF2	NM_001005415.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NM_001005416.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NM_001369776.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NM_001369777.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NM_001369778.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NM_001369779.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NM_016496.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MARCHF2	MARCHF2	NR_163145.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MATK	MATK	NM_002378.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MATK	MATK	NM_139354.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MATK	MATK	NM_139355.3	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L1	MBD3L1	NM_145208.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MCEMP1	MCEMP1	NM_174918.2	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
MCOLN1	MCOLN1	NM_020533.3	protein_coding	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
MED16	MED16	NM_005481.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MEX3D	MEX3D	NM_001174118.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MEX3D	MEX3D	NM_203304.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD12	MFSD12	NM_001287529.1	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MFSD12	MFSD12	NM_174983.5	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1227	MIR1227	NR_031596.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR1268A	MIR1268A.2	NR_031672.1.2		0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3
MIR1909	MIR1909	NR_031730.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR3187	MIR3187	NR_036154.1		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MIR3940	MIR3940	NR_037505.1		0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
MIR4321	MIR4321	NR_036207.1		0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MIR4745	MIR4745	NR_039900.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR4746	MIR4746	NR_039901.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6789	MIR6789	NR_106847.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6791	MIR6791	NR_106849.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR6793	MIR6793	NR_106851.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6886	MIR6886	NR_106946.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MLLT1	MLLT1	NM_005934.4	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPND	MPND	NM_001159846.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPND	MPND	NM_001300862.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPND	MPND	NM_032868.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MRI1	MRI1	NM_001031727.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MRI1	MRI1	NM_001329572.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MRI1	MRI1	NM_032285.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MRI1	MRI1	NR_138051.2		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MRPL54	MRPL54	NM_172251.3	protein_coding	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
MUC16	MUC16	NM_024690.2	protein_coding	0	26	55	0	0	0	0	0	0	0	0	0	55	0	0	0	1	0	0	26	0
NDUFA11	NDUFA11	NM_001193375.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NDUFA11	NDUFA11	NM_175614.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NDUFA11	NDUFA11	NR_034166.3		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NDUFA7	NDUFA7	NM_005001.5	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NDUFA7	NDUFA7	NR_135539.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NDUFB7	NDUFB7	NM_004146.6	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NDUFS7	NDUFS7	NM_001363602.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NDUFS7	NDUFS7	NM_024407.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OLFM2	OLFM2	NM_001304347.2	protein_coding	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OLFM2	OLFM2	NM_001304348.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OLFM2	OLFM2	NM_058164.4	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ONECUT3	ONECUT3	NM_001080488.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OR2Z1	OR2Z1	NM_001004699.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR7A17	OR7A17	NM_030901.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OR7A5	OR7A5	NM_001370480.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR7A5	OR7A5	NM_001370481.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR7A5	OR7A5	NM_001370482.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR7A5	OR7A5	NM_001370483.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR7A5	OR7A5	NM_017506.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR7C1	OR7C1	NM_001370485.2	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
OR7C1	OR7C1	NM_198944.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OR7G1	OR7G1	NM_001005192.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P2RY11	P2RY11	NM_002566.5	protein_coding	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
PALM	PALM	NM_001040134.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PALM	PALM	NM_002579.3	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PCP2	PCP2	NM_001271830.2	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PCP2	PCP2	NM_174895.3	protein_coding	0	1	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0
PDE4A	PDE4A	NM_001111307.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDE4A	PDE4A	NM_001111308.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDE4A	PDE4A	NM_001111309.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDE4A	PDE4A	NM_001243121.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PET100	PET100	NM_001171155.2	protein_coding	0	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
PET100	PET100	NR_033242.2		0	0	0	4	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PEX11G	PEX11G	NM_001270539.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PEX11G	PEX11G	NM_001300881.1	protein_coding	0	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PEX11G	PEX11G	NM_080662.4	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PIN1	PIN1	NM_006221.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIN1	PIN1	NR_038422.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PIN1	PIN1	NR_038830.2		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PIP5K1C	PIP5K1C	NM_001195733.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
PIP5K1C	PIP5K1C	NM_001300849.2	protein_coding	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PIP5K1C	PIP5K1C	NM_012398.3	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
PKN1	PKN1	NM_002741.5	protein_coding	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0
PKN1	PKN1	NM_213560.3	protein_coding	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0
PLEKHJ1	PLEKHJ1	NM_001300836.2	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
PLEKHJ1	PLEKHJ1	NM_018049.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLIN3	PLIN3	NM_001164189.2	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
PLIN3	PLIN3	NM_001164194.2	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
PLIN3	PLIN3	NM_005817.5	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
PLIN4	PLIN4	NM_001367868.2	protein_coding	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
PLIN5	PLIN5	NM_001013706.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PLK5	PLK5	NM_001243079.2	protein_coding	1	1	4	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	1	0
PLPP2	PLPP2	NM_003712.4	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
PLPP2	PLPP2	NM_177526.3	protein_coding	0	1	1	2	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PLPP2	PLPP2	NM_177543.3	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
PLPPR3	PLPPR3	NM_001270366.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
PLPPR3	PLPPR3	NM_024888.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
PNPLA6	PNPLA6	NM_001166111.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PNPLA6	PNPLA6	NM_001166112.1	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PNPLA6	PNPLA6	NM_001166113.1	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PNPLA6	PNPLA6	NM_001166114.2	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PNPLA6	PNPLA6	NM_006702.5	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PODNL1	PODNL1	NM_001146254.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PODNL1	PODNL1	NM_001146255.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PODNL1	PODNL1	NM_001370095.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PODNL1	PODNL1	NM_024825.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
POLR2E	POLR2E	NM_001316323.1	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
POLR2E	POLR2E	NM_001316324.1	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
POLR2E	POLR2E	NM_002695.4	protein_coding	0	0	1	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
POLRMT	POLRMT	NM_005035.4	protein_coding	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PPAN	PPAN	NM_001346139.1	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PPAN	PPAN	NM_001346141.1	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PPAN	PPAN	NM_020230.7	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PPAN-P2RY11	PPAN-P2RY11	NM_001040664.3	protein_coding	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
PPAN-P2RY11	PPAN-P2RY11	NM_001198690.2	protein_coding	0	1	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0
PRAM1	PRAM1	NM_032152.5	protein_coding	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
PRKCSH	PRKCSH	NM_001001329.2	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKCSH	PRKCSH	NM_001289102.1	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKCSH	PRKCSH	NM_001289103.1	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKCSH	PRKCSH	NM_001289104.1	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKCSH	PRKCSH	NM_002743.3	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRR36	PRR36	NM_001190467.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
PRR36	PRR36	NR_104345.2		0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
PRSS57	PRSS57	NM_001308209.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRSS57	PRSS57	NM_214710.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PSPN	PSPN	NM_004158.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTBP1	PTBP1	NM_002819.5	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PTBP1	PTBP1	NM_031990.4	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PTBP1	PTBP1	NM_031991.4	protein_coding	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PTGER1	PTGER1	NM_000955.3	protein_coding	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
PTPRS	PTPRS	NM_002850.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PTPRS	PTPRS	NM_130853.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PTPRS	PTPRS	NM_130854.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PTPRS	PTPRS	NM_130855.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_001369789.1	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PWWP3A	PWWP3A	NM_001369790.1	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PWWP3A	PWWP3A	NM_001369791.1	protein_coding	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_001369792.1	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
PWWP3A	PWWP3A	NM_001369793.1	protein_coding	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_001369794.1	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_001369795.1	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_001369796.1	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_001369797.1	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PWWP3A	PWWP3A	NM_032853.5	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
PWWP3A	PWWP3A	NR_024247.2		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
PWWP3A	PWWP3A	NR_163148.1		0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PWWP3A	PWWP3A	NR_163149.1		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
